Hospital Name,Overall rating
HOPEBRIDGE HOSPITAL,
HOPEDALE HOSPITAL,
HOPI HEALTH CARE CENTER,
HORN MEMORIAL HOSPITAL,3.0
HORTON COMMUNITY HOSPITAL,
HOSP COMUNITARIO BUEN SAMARITANO,
HOSPITAL DAMAS INC,2.0
HOSPITAL DE LA CONCEPCION,2.0
HOSPITAL DISTRICT #1 OF RICE COUNTY,
HOSPITAL DR CAYETANO COLL Y TOSTE,
HOSPITAL DR SUSONI INC,
HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,
HOSPITAL FOR SPECIAL SURGERY,5.0
HOSPITAL GENERAL DE CASTANER,
HOSPITAL HERMANOS MELENDEZ INC,2.0
HOSPITAL MENONITA CAGUAS INC,
HOSPITAL MENONITA DE CAYEY,
HOSPITAL METROPOLITANO DE LA MONTANA,
HOSPITAL METROPOLITANO DR PILA,
HOSPITAL METROPOLITANO DR TITO MATTEI,
HOSPITAL METROPOLITANO SAN GERMAN,
"HOSPITAL OF CENTRAL CONNECTICUT, THE",2.0
HOSPITAL OF UNIV OF PENNSYLVANIA,4.0
HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,
HOSPITAL ORIENTE,
"HOSPITAL PAVIA HATO REY, INC",
HOSPITAL PAVIA SANTURCE,
HOSPITAL PEREA,
HOSPITAL SAN CARLOS BORROMEO,
HOSPITAL SAN CRISTOBAL,
HOSPITAL SAN FRANCISCO,
HOSPITAL SAN GERARDO,
HOSPITAL UNIVERSITARIO DE ADULTO,
HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,
"HOSPITAL UPR, DR  FEDERICO TRILLA",
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,
HOULTON REGIONAL HOSPITAL,4.0
HOUSTON COUNTY COMMUNITY HOSPITAL,3.0
HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,
HOUSTON MEDICAL CENTER,4.0
HOUSTON METHODIST HOSPITAL,5.0
HOUSTON METHODIST SAN JACINTO HOSPITAL,3.0
HOUSTON METHODIST ST JOHN HOSPITAL,3.0
HOUSTON METHODIST SUGARLAND HOSPITAL,4.0
HOUSTON METHODIST WEST HOSPITAL,4.0
HOUSTON METHODIST WILLOWBROOK HOSPITAL,4.0
HOUSTON NORTHWEST MEDICAL CENTER,2.0
HOUSTON PHYSICIANS' HOSPITAL,
HOWARD COUNTY GENERAL HOSPITAL,
HOWARD COUNTY MEDICAL CENTER,3.0
HOWARD MEMORIAL HOSPITAL,3.0
HOWARD UNIVERSITY HOSPITAL,1.0
HOWARD YOUNG MEDICAL CTR,4.0
HSHS ST CLARE MEMORIAL HOSPITAL,3.0
HUDSON HOSPITAL,4.0
HUGGINS HOSPITAL,4.0
HUGH CHATHAM MEMORIAL HOSPITAL,4.0
HUHU KAM MEMORIAL HOSPITAL,
HUMBOLDT COUNTY MEMORIAL HOSPITAL,
HUMBOLDT GENERAL HOSPITAL,3.0
HUNT REGIONAL MEDICAL CENTER,3.0
HUNTERDON MEDICAL CENTER,3.0
HUNTINGTON BEACH HOSPITAL,3.0
HUNTINGTON HOSPITAL,3.0
HUNTINGTON MEMORIAL HOSPITAL,4.0
HUNTSVILLE HOSPITAL,3.0
HUNTSVILLE MEMORIAL HOSPITAL,2.0
HURLEY MEDICAL CENTER,1.0
HURON MEDICAL CENTER,4.0
HURON REGIONAL MEDICAL CENTER,
HURON VALLEY-SINAI HOSPITAL,3.0
HUTCHINSON HEALTH,4.0
HUTCHINSON REGIONAL MEDICAL CENTER INC,2.0
I-70 COMMUNITY HOSPITAL,
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,3.0
IDAHO DOCTORS HOSPITAL,
ILLINI COMMUNITY HOSPITAL,3.0
ILLINOIS VALLEY COMMUNITY HOSPITAL,4.0
INCLINE VILLAGE HEALTH CENTER,
INDIAN PATH MEDICAL CENTER,3.0
INDIAN RIVER MEDICAL CENTER,2.0
INDIANA REGIONAL MEDICAL CENTER,3.0
INDIANA UNIVERSITY HEALTH,2.0
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,3.0
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,3.0
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,3.0
INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,4.0
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,4.0
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,4.0
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,3.0
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,4.0
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,3.0
INDIANHEAD MEDICAL CENTER SHELL LAKE,
INGALLS MEMORIAL HOSPITAL,3.0
INLAND HOSPITAL,4.0
INOVA ALEXANDRIA HOSPITAL,3.0
INOVA FAIR OAKS HOSPITAL,4.0
INOVA FAIRFAX HOSPITAL,3.0
INOVA LOUDOUN HOSPITAL,3.0
INOVA MOUNT VERNON HOSPITAL,3.0
INSPIRA MEDICAL CENTER ELMER,3.0
INSPIRA MEDICAL CENTER VINELAND,2.0
INSPIRA MEDICAL CENTER WOODBURY,3.0
INSTITUTE FOR ORTHOPAEDIC SURGERY,
"INTEGRIS BAPTIST MEDICAL CENTER, INC",4.0
INTEGRIS BASS BAPTIST HEALTH CENTER,4.0
INTEGRIS CANADIAN VALLEY  HOSPITAL,3.0
INTEGRIS GROVE HOSPITAL,3.0
INTEGRIS HEALTH EDMOND,3.0
INTEGRIS MIAMI HOSPITAL,3.0
INTEGRIS SOUTHWEST MEDICAL CENTER,3.0
INTERFAITH MEDICAL CENTER,1.0
INTERMOUNTAIN MEDICAL CENTER,3.0
IOWA LUTHERAN HOSPITAL,4.0
IOWA METHODIST MEDICAL CENTER,3.0
IOWA SPECIALTY HOSPITAL - BELMOND,5.0
IOWA SPECIALTY HOSPITAL-CLARION,4.0
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",3.0
IRAAN GENERAL HOSPITAL,
IREDELL MEMORIAL HOSPITAL INC,3.0
IRON COUNTY HOSPITAL,
IROQUOIS MEMORIAL HOSPITAL,2.0
IRWIN COUNTY HOSPITAL,3.0
ISLAND HOSPITAL,4.0
IU HEALTH WEST HOSPITAL,5.0
IVINSON MEMORIAL HOSPITAL,4.0
J ARTHUR DOSHER MEMORIAL HOSPITAL,3.0
J C BLAIR MEMORIAL HOSPITAL,4.0
J D MCCARTY CENTER FOR CHILDREN,
J PAUL JONES HOSPITAL,
JACK HUGHSTON MEMORIAL HOSPITAL,4.0
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,3.0
JACKSON COUNTY REGIONAL HEALTH CENTER,
JACKSON GENERAL HOSPITAL,3.0
JACKSON HEALTHCARE CENTER,
JACKSON HOSPITAL,3.0
JACKSON HOSPITAL & CLINIC INC,3.0
JACKSON MEDICAL CENTER,3.0
JACKSON MEMORIAL HOSPITAL,1.0
JACKSON PARISH HOSPITAL,
JACKSON PARK HOSPITAL,1.0
JACKSON PURCHASE MEDICAL CENTER,3.0
JACKSON-MADISON COUNTY GENERAL HOSPITAL,3.0
JACOBI MEDICAL CENTER,1.0
JACOBSON MEMORIAL HOSPITAL CARE CENTER,
JAMAICA HOSPITAL MEDICAL CENTER,1.0
JAMESON MEMORIAL HOSPITAL,3.0
JAMESTOWN REGIONAL MEDICAL CENTER,3.0
"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",2.0
"JANE PHILLIPS NOWATA HOSPITAL, INC",
JANE TODD CRAWFORD HOSPITAL,3.0
JASPER GENERAL HOSPITAL,
JASPER MEMORIAL HOSPITAL,
JAY COUNTY HOSPITAL,4.0
JAY HOSPITAL,3.0
JEANES HOSPITAL,3.0
JEFF DAVIS HOSPITAL,3.0
JEFFERSON COMMUNITY HEALTH CENTER,3.0
JEFFERSON COUNTY HEALTH CENTER,4.0
JEFFERSON COUNTY HOSPITAL,
JEFFERSON DAVIS COMMUNITY HOSPITAL CAH,
JEFFERSON HEALTHCARE,3.0
JEFFERSON HOSPITAL,3.5
JEFFERSON MEDICAL CENTER,3.0
JEFFERSON REGIONAL MEDICAL CENTER,2.0
JELLICO COMMUNITY HOSPITAL,3.0
JENNERSVILLE REGIONAL HOSPITAL,3.0
JENNIE M MELHAM MEMORIAL MEDICAL CENTER,3.0
JENNIE STUART MEDICAL CENTER,2.0
JENNINGS AMERICAN LEGION HOSPITAL,3.0
JEROLD PHELPS COMMUNITY HOSPITAL,
JERSEY CITY MEDICAL CENTER,2.0
JERSEY COMMUNITY HOSPITAL,3.0
JERSEY SHORE HOSPITAL,3.0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,3.0
JEWELL COUNTY HOSPITAL,
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,2.0
JEWISH HOSPITAL - SHELBYVILLE,3.0
"JEWISH HOSPITAL, LLC",4.0
JFK MEDICAL CENTER,2.0
JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,2.0
JOHN C FREMONT HEALTHCARE DISTRICT,
JOHN C STENNIS MEMORIAL HOSPITAL,
JOHN C. LINCOLN MEDICAL CENTER,3.0
JOHN D ARCHBOLD MEMORIAL HOSPITAL,3.0
JOHN DEMPSEY HOSPITAL,3.0
JOHN F KENNEDY MEMORIAL HOSPITAL,2.0
JOHN H STROGER JR HOSPITAL,2.0
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,4.0
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,4.0
JOHN RANDOLPH MEDICAL CENTER,2.0
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,4.0
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,
"JOHNS HOPKINS HOSPITAL, THE",
JOHNSON CITY MEDICAL CENTER,2.0
JOHNSON COUNTY COMMUNITY HOSPITAL,
JOHNSON COUNTY HEALTHCARE CENTER,
JOHNSON COUNTY HOSPITAL,
JOHNSON MEMORIAL HOSPITAL,3.5
JOHNSON REGIONAL MEDICAL CENTER,3.0
JOHNSTON HEALTH,3.0
JOHNSTON MEMORIAL HOSPITAL,3.0
JONES MEMORIAL HOSPITAL,2.0
JONES REGIONAL MEDICAL CENTER,
JORDAN VALLEY MEDICAL CENTER,3.0
JPS HEALTH NETWORK,2.0
JUPITER MEDICAL CENTER,4.0
KADLEC REGIONAL MEDICAL CENTER,3.0
KAHUKU MEDICAL CENTER,
KAISER FOUNDATION HOSP SO SACRAMENTO,3.0
KAISER FOUNDATION HOSPITAL,3.0
KAISER FOUNDATION HOSPITAL - ANTIOCH,3.0
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,3.0
KAISER FOUNDATION HOSPITAL - DOWNEY,3.0
KAISER FOUNDATION HOSPITAL - FREMONT,3.0
KAISER FOUNDATION HOSPITAL - FRESNO,3.0
KAISER FOUNDATION HOSPITAL - LOS ANGELES,3.0
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,3.0
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,4.0
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,3.0
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,3.0
KAISER FOUNDATION HOSPITAL - ROSEVILLE,4.0
KAISER FOUNDATION HOSPITAL - SACRAMENTO,3.0
KAISER FOUNDATION HOSPITAL - SAN DIEGO,3.0
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,4.0
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,3.0
KAISER FOUNDATION HOSPITAL - SOUTH BAY,3.0
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,3.0
KAISER FOUNDATION HOSPITAL - VACAVILLE,3.0
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,3.0
KAISER FOUNDATION HOSPITAL - WEST LA,3.0
KAISER FOUNDATION HOSPITAL - WESTSIDE,4.0
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,3.0
KAISER FOUNDATION HOSPITAL AND REHAB CENTER,3.0
KAISER FOUNDATION HOSPITAL FONTANA,3.0
KAISER FOUNDATION HOSPITAL MANTECA,3.0
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",3.0
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,3.0
KAISER FOUNDATION HOSPITAL-SAN JOSE,3.0
KAISER FOUNDATION HOSPITAL-SANTA CLARA,3.0
KAISER FOUNDATION HOSPITAL-SANTA ROSA,3.0
KAISER SUNNYSIDE MEDICAL CENTER,3.0
KALEIDA HEALTH,2.0
KALISPELL REGIONAL MEDICAL CENTER,4.0
KALKASKA MEMORIAL HEALTH CENTER,
KANAKANAK HOSPITAL,
KANE COMMUNITY HOSPITAL,4.0
KANE COUNTY HOSPITAL,
KANSAS CITY ORTHOPAEDIC INSTITUTE,
KANSAS HEART HOSPITAL,5.0
KANSAS MEDICAL CENTER LLC,4.0
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",
KANSAS SURGERY & RECOVERY CENTER,
KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,
KARMANOS CANCER CENTER,2.0
KATHERINE SHAW BETHEA HOSPITAL,3.0
KAU HOSPITAL,
KAUAI VETERANS MEMORIAL HOSPITAL,3.0
KAWEAH DELTA MEDICAL CENTER,4.0
KEARNEY COUNTY HEALTH SERVICES HOSPITAL,
KEARNEY REGIONAL MEDICAL CENTER,3.0
KEARNY COUNTY HOSPITAL,
KECK HOSPITAL OF USC,3.0
KEEFE MEMORIAL HOSPITAL,
KELL WEST REGIONAL HOSPITAL,4.0
KENDALL REGIONAL MEDICAL CENTER,3.0
KENMARE COMMUNITY HOSPITAL,
KENMORE MERCY HOSPITAL,3.0
KENNEDY KRIEGER INSTITUTE,
KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,3.0
KENNEWICK GENERAL HOSPITAL,3.0
KENSINGTON HOSPITAL,
KENT COUNTY MEMORIAL HOSPITAL,3.0
KENTUCKIANA MEDICAL CENTER LLC,1.0
KENTUCKY RIVER MEDICAL CENTER,2.0
KEOKUK AREA HOSPITAL,2.0
KEOKUK COUNTY HEALTH CENTER,
KERN MEDICAL CENTER,1.0
KERN VALLEY HEALTHCARE DISTRICT,2.0
KERSHAWHEALTH,4.0
KETTERING MEDICAL CENTER,4.0
KIMBALL HEALTH SERVICES,
KIMBLE HOSPITAL,3.0
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,4.0
KING'S DAUGHTERS' HEALTH,4.0
KING'S DAUGHTERS' MEDICAL CENTER,3.0
KINGMAN COMMUNITY HOSPITAL,
KINGMAN REGIONAL MEDICAL CENTER,2.0
KINGS COUNTY HOSPITAL CENTER,1.0
KINGS DAUGHTERS MEDICAL CENTER OHIO,
KINGSBROOK JEWISH MEDICAL CENTER,2.0
KINGWOOD MEDICAL CENTER,3.0
KIOWA COUNTY MEMORIAL HOSPITAL,
KIOWA DISTRICT HOSPITAL,
KIRBY MEDICAL CENTER,
KISHWAUKEE COMMUNITY HOSPITAL,4.0
KIT CARSON COUNTY MEMORIAL HOSPITAL,
KITTITAS VALLEY COMMUNITY HOSPITAL,3.0
KITTSON MEMORIAL HOSPITAL,
KLICKITAT VALLEY HOSPITAL,3.0
KNAPP MEDICAL CENTER,4.0
KNOX COMMUNITY HOSPITAL,3.0
KNOX COUNTY HOSPITAL,
KNOXVILLE HOSPITAL & CLINICS,3.0
KOHALA HOSPITAL,
KONA COMMUNITY HOSPITAL,2.0
KOOTENAI HEALTH,3.0
KOSCIUSKO COMMUNITY HOSPITAL,3.0
KOSSUTH REGIONAL HEALTH CENTER,3.0
KUAKINI MEDICAL CENTER,3.0
KULA HOSPITAL,
L V STABLER MEMORIAL HOSPITAL,3.0
LA PALMA INTERCOMMUNITY HOSPITAL,3.0
LA PAZ REGIONAL HOSPITAL,3.0
LA PORTE HOSPITAL,3.0
LABETTE HEALTH,4.0
LAC+USC MEDICAL CENTER,2.0
LAC/HARBOR-UCLA MED CENTER,2.0
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,2.0
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,
LACKEY MEMORIAL HOSPITAL,4.0
LADD MEMORIAL HOSPITAL,4.0
LADY OF THE SEA GENERAL HOSPITAL,4.0
LAFAYETTE GENERAL MEDICAL CENTER,3.0
LAFAYETTE GENERAL SURGICAL HOSPITAL,
LAFAYETTE HOSPITAL,
LAFAYETTE REGIONAL HEALTH CENTER,3.0
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,
LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",3.0
LAIRD HOSPITAL INC,
LAKE AREA MEDICAL CENTER,3.0
LAKE BUTLER HOSPITAL,
LAKE CHARLES MEMORIAL HOSPITAL,3.0
LAKE CHELAN COMMUNITY HOSPITAL,
LAKE CITY COMMUNITY HOSPITAL,3.0
LAKE CITY MEDICAL CENTER,3.0
LAKE CUMBERLAND REGIONAL HOSPITAL,2.0
LAKE DISTRICT HOSPITAL,3.0
LAKE GRANBURY MEDICAL CENTER,3.0
LAKE HEALTH,4.0
LAKE HURON MEDICAL CENTER,3.0
LAKE MARTIN COMMUNITY HOSPITAL,3.0
LAKE NORMAN REGIONAL MEDICAL CENTER,2.0
LAKE REGION HEALTHCARE CORPORATION,4.0
LAKE REGIONAL HEALTH SYSTEM,3.0
LAKE VIEW MEMORIAL HOSPITAL,
LAKE WALES MEDICAL CENTER,2.0
LAKELAND COMMUNITY HOSPITAL,5.0
LAKELAND HOSPITAL WATERVLIET,4.0
"LAKELAND HOSPITAL, ST JOSEPH",3.0
LAKELAND REGIONAL MEDICAL CENTER,2.0
LAKES REGION GENERAL HOSPITAL,3.0
LAKES REGIONAL HEALTHCARE,4.0
LAKESIDE MEDICAL CENTER,3.0
"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",
LAKEVIEW HOSPITAL,4.0
LAKEVIEW MEDICAL CENTER,4.0
LAKEVIEW MEMORIAL HOSPITAL,4.0
LAKEVIEW REGIONAL MEDICAL CENTER,3.0
LAKEWAY REGIONAL HOSPITAL,1.0
"LAKEWAY REGIONAL MEDICAL CENTER, LLC",3.0
LAKEWOOD HEALTH CENTER,
LAKEWOOD HEALTH SYSTEM,4.0
LAKEWOOD RANCH MEDICAL CENTER,3.0
LAKEWOOD REGIONAL MEDICAL CENTER,3.0
LALLIE KEMP MEDICAL CENTER,
LAMB HEALTHCARE CENTER,
LANAI COMMUNITY HOSPITAL,
LANCASTER GENERAL HOSPITAL,4.0
LANCASTER REGIONAL MEDICAL CENTER,3.0
LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,
LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,
LANDMARK MEDICAL CENTER,3.0
LANE COUNTY HOSPITAL,
LANE REGIONAL MEDICAL CENTER,2.0
LANSDALE HOSPITAL,3.0
LARABIDA CHILDRENS HOSPITAL I,
LAREDO MEDICAL CENTER,3.0
LARGO MEDICAL CENTER,2.0
LARKIN COMMUNITY HOSPITAL,3.0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,2.0
LAS COLINAS MEDICAL CENTER,4.0
LAS PALMAS MEDICAL CENTER,2.0
LASALLE GENERAL HOSPITAL,3.0
LATIMER COUNTY GENERAL HOSPITAL,3.0
LAUDERDALE COMMUNITY HOSPITAL,3.0
"LAUGHLIN MEMORIAL HOSPITAL, INC",3.0
LAUREL REGIONAL MEDICAL CENTER,
LAVACA MEDICAL CENTER,
LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,2.0
LAWRENCE & MEMORIAL HOSPITAL,3.0
LAWRENCE COUNTY HOSPITAL CAH,
LAWRENCE COUNTY MEMORIAL HOSPITAL,3.0
LAWRENCE GENERAL HOSPITAL,2.0
LAWRENCE HOSPITAL CENTER,3.0
LAWRENCE MEDICAL CENTER,4.0
LAWRENCE MEMORIAL HOSPITAL,3.0
LBJ TROPICAL MEDICAL CENTER,
LDS HOSPITAL,4.0
LEA REGIONAL MEDICAL CENTER,2.0
LEAD - DEADWOOD REGIONAL HOSPITAL - CAH,
LECONTE MEDICAL CENTER,3.0
LEE MEMORIAL HOSPITAL,2.0
LEE'S SUMMIT MEDICAL CENTER,4.0
LEESBURG REGIONAL MEDICAL CENTER,2.0
LEGACY EMANUEL MEDICAL CENTER,2.0
LEGACY GOOD SAMARITAN MEDICAL CENTER,3.0
LEGACY MERIDIAN PARK MEDICAL CENTER,4.0
LEGACY MOUNT HOOD MEDICAL CENTER,3.0
LEGACY SALMON CREEK MEDICAL CENTER,4.0
LEGACY SILVERTON MEDICAL CENTER,3.0
LEHIGH REGIONAL MEDICAL CENTER,2.0
LEHIGH VALLEY HOSPITAL,2.0
LEHIGH VALLEY HOSPITAL - HAZLETON,4.0
LEHIGH VALLEY HOSPITAL - MUHLENBERG,2.0
LEHIGH VALLEY HOSPITAL - POCONO,4.0
LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR,2.0
LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,2.0
LENOIR MEMORIAL HOSPITAL,2.0
LENOX HILL HOSPITAL,3.0
LEONARD J CHABERT MEDICAL CENTER,3.0
LEVI HOSPITAL,
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,
LEWIS AND CLARK SPECIALTY HOSPITAL,
LEWIS COUNTY GENERAL HOSPITAL,3.0
LEWISGALE HOSPITAL ALLEGHANY,3.0
LEWISGALE HOSPITAL MONTGOMERY,2.0
LEWISGALE HOSPITAL PULASKI,3.0
LEWISGALE MEDICAL CENTER,3.0
LEXINGTON MEDICAL CENTER,3.0
LEXINGTON MEMORIAL HOSPITAL INC,3.0
LEXINGTON REGIONAL HEALTH CENTER,3.0
LIBERTY DAYTON REGIONAL MEDICAL CENTER,
LIBERTY HOSPITAL,3.0
LIBERTY MEDICAL CENTER,
LIBERTY REGIONAL MEDICAL CENTER,3.0
LICKING MEMORIAL HOSPITAL,3.0
LIFEBRITE COMMUNITY HOSPITAL OF STOKES,
LIFECARE MEDICAL CENTER,
LIFESCAPE,
LILLIAN M HUDSPETH MEMORIAL HOSPITAL,
LIMA MEMORIAL HEALTH SYSTEM,3.0
LIMESTONE MEDICAL CENTER,
LINCOLN COMMUNITY HOSPITAL,
LINCOLN COUNTY HOSPITAL,
LINCOLN COUNTY MEDICAL CENTER,3.0
LINCOLN HOSPITAL,4.0
LINCOLN MEDICAL & MENTAL HEALTH CENTER,1.0
LINCOLN MEDICAL CENTER,2.0
LINCOLN SURGICAL HOSPITAL,
LINDSAY MUNICIPAL HOSPITAL,
LINDSBORG COMMUNITY HOSPITAL,
LINTON HOSPITAL - CAH,
LISBON AREA HEALTH SERVICES,4.0
LITTLE COLORADO MEDICAL CENTER,
LITTLE COMPANY OF MARY HOSPITAL,2.0
LITTLE FALLS HOSPITAL,4.0
LITTLE RIVER HEALTHCARE,
LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,
LITTLE RIVER MEMORIAL HOSPITAL,
LITTLETON REGIONAL HEALTHCARE,4.0
LITZENBERG MEMORIAL COUNTY HOSPITAL,3.0
LIVINGSTON HEALTHCARE,3.0
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",
LIVINGSTON REGIONAL HOSPITAL,2.0
LOCK HAVEN HOSPITAL,3.0
LODI COMMUNITY HOSPITAL,
LODI MEMORIAL HOSPITAL,2.0
LOGAN COUNTY HOSPITAL,
LOGAN MEMORIAL HOSPITAL,3.0
LOGAN REGIONAL HOSPITAL,4.0
LOGAN REGIONAL MEDICAL CENTER,3.0
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,
LOMA LINDA UNIVERSITY MEDICAL CENTER,2.0
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,3.0
LOMPOC VALLEY MEDICAL CENTER,2.0
LONE PEAK HOSPITAL,3.0
LONESOME PINE HOSPITAL,3.0
LONG BEACH MEMORIAL MEDICAL CENTER,3.0
LONG ISLAND JEWISH MEDICAL CENTER,2.0
LONGMONT UNITED HOSPITAL,3.0
LONGVIEW REGIONAL MEDICAL CENTER,4.0
LORETTO HOSPITAL,3.0
LORING HOSPITAL,3.0
LOS ALAMITOS MEDICAL CENTER,2.0
LOS ALAMOS MEDICAL CENTER,3.0
LOS ANGELES COMMUNITY HOSPITAL,3.0
"LOS NINOS HOSPITAL, INC.",
LOS ROBLES HOSPITAL & MEDICAL CENTER,3.0
LOST RIVERS HOSPITAL,
LOUIS A WEISS MEMORIAL HOSPITAL,2.0
LOUISIANA HEART HOSPITAL,4.0
LOURDES HOSPITAL,2.0
LOURDES MEDICAL CENTER,3.0
LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,2.0
LOVELACE MEDICAL CENTER,3.0
LOVELACE REGIONAL HOSPITAL - ROSWELL,3.0
LOVELACE WESTSIDE HOSPITAL,4.0
LOVELACE WOMEN'S HOSPITAL,3.0
LOWELL GENERAL HOSPITAL,2.0
LOWER BUCKS HOSPITAL,3.0
LOWER KEYS MEDICAL CENTER,1.0
LOWER UMPQUA HOSPITAL DISTRICT,
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,3.0
LOYOLA UNIVERSITY MEDICAL CENTER,2.0
LUBBOCK HEART HOSPITAL LP,4.0
LUCAS COUNTY HEALTH CENTER,3.0
LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,
LUTHERAN HOSPITAL,4.0
LUTHERAN HOSPITAL OF INDIANA,2.0
LUTHERAN MEDICAL CENTER,3.0
LYNN COUNTY HOSPITAL DISTRICT,
MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,3.0
MACNEAL  HOSPITAL,2.0
MACON COUNTY GENERAL HOSPITAL,2.0
MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,
MAD RIVER COMMUNITY HOSPITAL,3.0
MADELIA COMMUNITY HOSPITAL,
MADERA COMMUNITY HOSPITAL,2.0
MADISON COUNTY HOSPITAL INC,3.0
MADISON COUNTY MEMORIAL HOSPITAL,
MADISON HOSPITAL,
MADISON MEDICAL CENTER,
MADISON MEMORIAL HOSPITAL,3.0
MADISON PARISH HOSPITAL,
MADISON REGIONAL HEALTH SYSTEM,
MADISON ST JOSEPH HEALTH CENTER,
MADISON VALLEY MEDICAL CENTER,
MAGEE GENERAL HOSPITAL,3.0
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,3.0
MAGNOLIA HOSPITAL,2.0
MAGNOLIA REGIONAL HEALTH CENTER,2.0
MAHASKA  HEALTH PARTNERSHIP,4.0
MAHNOMEN HEALTH CENTER,
MAIMONIDES MEDICAL CENTER,2.0
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,4.0
MAIN LINE HOSPITAL LANKENAU,4.0
MAIN LINE HOSPITAL PAOLI,5.0
MAINE COAST MEMORIAL HOSPITAL,5.0
MAINE MEDICAL CENTER,2.0
MAINEGENERAL MEDICAL CENTER,4.0
MAJOR HOSPITAL,4.0
MAMMOTH HOSPITAL,
MANATEE MEMORIAL HOSPITAL,2.0
MANATI MEDICAL CENTER DR OTERO LOPEZ,2.0
MANCHESTER MEMORIAL HOSPITAL,2.0
MANHATTAN SURGICAL HOSPITAL LLC,
MANIILAQ HEALTH CENTER,
MANNING REGIONAL HEALTHCARE CENTER,
MAPLE GROVE HOSPITAL,4.0
MARCUM AND WALLACE MEMORIAL HOSPITAL,4.0
MARCUS DALY MEMORIAL HOSPITAL - CAH,3.0
MARENGO MEMORIAL HOSPITAL,
MARGARET MARY HEALTH,4.0
